20.82586061;-8.702175758;-17.4959697
20.84086061;-6.014175758;-17.5269697
20.84786061;-6.007175758;-17.5199697
20.84386061;-5.992175758;-17.5039697
20.88886061;-5.986175758;-17.4949697
23.58186061;-5.992175758;-17.4519697
23.58986061;-5.940175758;-14.7239697
23.61386061;-5.897175758;-14.7059697
23.63286061;-5.886175758;-14.7059697
23.59886061;-5.872175758;-14.6949697
23.57186061;-5.872175758;-14.7029697
20.87686061;-5.884175758;-17.4429697
20.86286061;-5.930175758;-17.4469697
20.77086061;-5.940175758;-14.7219697
20.68986061;-5.967175758;-14.6699697
20.61686061;-5.995175758;-14.6039697
17.84086061;-6.028175758;-14.5789697
17.73586061;-8.761175758;-14.5419697
11.96786061;-8.812175758;-14.5819697
6.010860606;-8.857175758;-14.5979697
0.224860606;-8.929175758;-14.6649697
-2.678139394;-8.969175758;-14.6459697
-2.923139394;-11.74617576;-14.6369697
-8.689139394;-11.77317576;-14.5799697
-20.44613939;-14.72317576;-11.6879697
-23.41913939;-14.77517576;-11.6849697
-26.35013939;-17.64217576;-8.797969697
-29.24013939;-14.76617576;-8.755969697
-32.26113939;-17.66217576;-8.763969697
-38.14313939;-17.73217576;-5.842969697
-41.07313939;-20.57017576;0.001030303
-41.08813939;-23.49817576;0.075030303
-41.08813939;-20.58617576;2.873030303
-41.07213939;-20.64417576;2.994030303
-40.98113939;-17.71717576;3.089030303
-35.21213939;-17.63917576;5.879030303
-29.32413939;-14.68117576;6.106030303
-26.49213939;-14.74717576;8.971030303
-26.40213939;-11.79117576;14.7610303
-26.24613939;-11.75717576;20.5960303
-23.32313939;-8.918175758;20.6810303
-20.35013939;-8.825175758;23.5330303
-11.59213939;-8.723175758;23.5480303
-5.755139394;-5.965175758;23.5460303
-2.750139394;-5.858175758;23.5540303
0.112860606;-2.955175758;20.5920303
0.277860606;0.059824242;20.5820303
3.184860606;11.65782424;11.8340303
8.934860606;14.56882424;6.091030303
14.87086061;14.64982424;5.951030303
17.80186061;14.72382424;3.117030303
20.70686061;14.77482424;3.002030303
20.67486061;17.53082424;2.865030303
23.62486061;17.55282424;0.048030303
23.74886061;17.57482424;-0.036969697
26.60486061;17.56582424;-0.050969697
29.59786061;17.51282424;-0.048969697
29.56686061;14.80582424;-2.931969697
32.54686061;14.76682424;-5.786969697
35.44686061;14.70282424;-5.829969697
38.41186061;14.53982424;-8.741969697
41.27386061;11.68982424;-5.877969697
41.40186061;5.833824242;-5.843969697
44.16286061;0.028824242;-2.964969697
44.29686061;-2.908175758;-5.787969697
44.32886061;-5.899175758;-0.050969697
44.37386061;-8.778175758;2.817030303
44.38186061;-11.73517576;2.942030303
44.39886061;-14.71017576;3.047030303
44.39886061;-17.71917576;3.019030303
44.33486061;-23.59517576;3.067030303
44.22686061;-29.29217576;5.860030303
41.33286061;-29.40717576;5.848030303
32.56486061;-32.32017576;5.927030303
26.75786061;-32.49117576;5.989030303
23.81786061;-35.37617576;6.059030303
20.86886061;-41.16117576;8.838030303
20.60686061;-47.10917576;8.824030303
14.80386061;-50.04917576;8.847030303
6.050860606;-52.91717576;8.832030303
0.060860606;-53.05017576;6.101030303
-2.953139394;-55.82817576;6.079030303
-14.57713939;-55.87417576;6.081030303
-23.28913939;-55.94217576;6.027030303
-26.33613939;-55.96817576;6.027030303
-29.33013939;-55.99817576;6.044030303
-38.11013939;-55.97317576;6.004030303
-46.78013939;-55.99717576;5.952030303
-46.78413939;-55.86817576;5.915030303
-46.83613939;-53.06817576;5.861030303
-46.93113939;-52.91417576;5.872030303
-49.76613939;-52.83017576;3.127030303
-47.03013939;-47.11217576;3.107030303
-49.75913939;-41.18917576;3.033030303
-46.93213939;-35.37917576;2.857030303
-43.96113939;-32.36417576;-5.823969697
-32.29513939;-29.55617576;-5.824969697
-29.23313939;-29.29317576;-11.6969697
-26.30113939;-23.50417576;-11.7579697
-23.31113939;-11.80017576;-14.6979697
-20.36913939;-8.887175758;-11.7639697
-5.701139394;-5.911175758;-14.5499697
-2.669139394;-2.914175758;-8.783969697
0.210860606;8.780824242;0.017030303
3.133860606;14.65782424;2.921030303
9.036860606;17.58682424;5.807030303
11.94086061;23.55682424;6.045030303
14.82886061;32.41182424;8.994030303
20.68686061;38.09582424;14.8240303
20.67486061;41.08882424;20.6910303
17.85186061;41.34882424;23.6460303
17.79986061;47.10882424;26.4550303
14.83086061;55.84882424;26.5640303
6.028860606;58.86882424;26.5880303
6.075860606;61.87882424;29.4050303
6.104860606;64.78882424;29.4080303
9.000860606;67.70882424;29.4070303
9.024860606;76.44882424;29.3710303
9.015860606;79.42882424;26.6790303
17.75086061;82.30882424;26.5910303
17.77386061;82.32882424;26.4040303
14.91386061;82.29882424;17.7020303
17.79586061;79.41882424;8.869030303
20.72886061;79.41882424;3.020030303
20.77986061;73.54882424;0.016030303
20.81486061;76.49882424;-14.7059697
20.83786061;73.51882424;-17.7319697
23.72786061;64.86882424;-20.6209697
29.57886061;64.67882424;-26.4929697
32.51986061;61.86882424;-38.2349697
35.42386061;58.85882424;-41.2329697
44.24686061;55.88882424;-44.1899697
44.30986061;50.02882424;-49.9639697
44.42386061;44.15882424;-50.0529697
44.41486061;41.27882424;-49.9729697
47.15186061;38.36982424;-47.1299697
47.15186061;35.34782424;-44.1519697
47.17;32.28882424;-41.2089697
46.19964286;20.71082424;-32.3479697
45.22928571;20.59282424;-20.6609697
44.25892857;17.71882424;-17.5599697
43.28857143;17.54282424;-11.7129697
42.31821429;11.79282424;2.883030303
41.34785714;5.847824242;5.882030303
40.3775;-0.035175758;8.925030303
39.40714286;-3.003175758;17.7200303
38.43678571;-5.943175758;26.4680303
37.46642857;-6.022175758;26.6230303
36.49607143;-11.81217576;29.5390303
35.52571429;-11.83817576;32.4980303
34.55535714;-20.60717576;41.2430303
33.585;-26.38817576;44.1690303
32.61464286;-29.29217576;44.1670303
31.64428571;-29.42417576;44.1780303
30.67392857;-29.45217576;38.2930303
29.70357143;-29.40517576;32.4760303
