-13.63447778;40.38943889;-5.925594444
-10.76547778;43.15143889;-5.910594444
-10.76247778;43.22843889;-5.925594444
-10.78947778;43.30343889;-5.942594444
-10.78947778;43.36843889;-5.955594444
-10.75047778;43.36643889;-5.965594444
-7.873477778;43.41743889;-5.974594444
-10.72047778;43.46143889;-8.699594444
-10.75947778;43.46743889;-5.969594444
-10.78247778;46.14343889;-5.952594444
-10.74647778;46.17143889;-5.964594444
-10.72647778;46.19543889;-5.958594444
-10.71447778;46.25643889;-8.836594444
-10.77747778;46.26843889;-8.821594444
-13.62747778;46.26443889;-8.824594444
-13.68947778;46.26943889;-8.810594444
-13.75347778;46.26143889;-8.826594444
-16.54347778;46.23243889;-8.838594444
-16.64347778;46.22643889;-8.823594444
-19.45947778;46.23543889;-8.783594444
-19.65647778;46.20443889;-8.716594444
-22.43047778;46.13443889;-5.962594444
-22.51247778;43.46143889;-5.923594444
-22.65747778;43.34543889;-5.886594444
-28.46647778;43.24343889;-5.821594444
-37.26447778;40.39243889;-5.814594444
-40.19947778;37.47543889;-5.820594444
-43.09147778;34.47743889;-5.773594444
-43.24147778;28.58343889;-5.819594444
-46.07747778;22.88443889;-5.840594444
-49.04147778;22.67743889;-5.868594444
-51.96747778;19.87943889;-5.872594444
-54.90047778;19.73443889;-5.889594444
-54.93847778;16.82043889;-5.910594444
-57.84247778;16.69643889;-5.872594444
-54.92147778;10.99343889;-5.871594444
-52.04847778;7.955438889;-8.682594444
-51.95347778;5.020438889;-5.970594444
-49.09947778;2.103438889;-8.678594444
-49.01647778;-0.744561111;-5.944594444
-46.14847778;-0.934561111;-5.942594444
-46.04847778;-3.679561111;-5.926594444
-45.97847778;-3.768561111;-5.893594444
-43.23147778;-3.740561111;-5.871594444
-43.10347778;-3.834561111;-5.868594444
-42.97647778;-3.852561111;-5.865594444
-40.20947778;-3.877561111;-5.888594444
-40.19747778;-6.693561111;-5.810594444
-40.18747778;-3.913561111;-5.796594444
-40.18747778;-6.679561111;-5.692594444
-40.13047778;-6.772561111;-2.961594444
-40.21147778;-6.773561111;-2.852594444
-40.24447778;-6.666561111;-2.818594444
-40.22747778;-6.684561111;-2.904594444
-40.22447778;-3.944561111;-2.862594444
-40.21547778;-3.843561111;-2.860594444
-40.21347778;-3.816561111;-2.828594444
-40.07847778;-3.831561111;-2.838594444
