-12.7926;-26.9742;61.53433333
-12.8616;-27.41380181;64.58433333
-12.9636;-25.20390688;67.61033333
-15.7006;-25.63801194;76.31933333
-15.7496;-26.06111701;82.13933333
-15.7876;-23.83322208;85.05033333
-15.7966;-24.31232715;85.20633333
-15.7946;-21.94943222;85.22233333
-15.8126;-22.47153729;82.10933333
-15.8936;-20.12864236;64.68133333
-15.9746;-20.56574743;52.74033333
-15.9046;-18.2818525;35.18433333
-15.7006;-18.71695757;17.43533333
-12.9076;-19.25906264;5.690333333
-12.8186;-19.87516771;-6.058666667
-12.6936;-20.38927278;-9.082666667
-9.8936;-20.91037785;-11.93266667
-4.0546;-18.61748292;-9.181666667
-1.0456;-22.02558799;-8.955666667
4.7674;-19.69469306;-3.010666667
7.6304;-26.05979813;14.53533333
7.7814;-26.59290319;35.04333333
7.8344;-30.13000826;41.15533333
7.8424;-27.72011333;61.56733333
10.6444;-22.4212184;64.71333333
10.6494;-22.97932347;76.28333333
10.7194;-23.41542854;82.15033333
10.6414;-21.02153361;82.21033333
10.6154;-18.77363868;82.25233333
7.8214;-19.20074375;85.10433333
7.7474;-19.70184882;85.05933333
7.6024;-17.39095389;85.10733333
4.8094;-17.86705896;85.09433333
1.8224;-18.35316403;85.10033333
-9.8286;-18.9042691;85.00633333
-12.8746;-19.41137417;76.31833333
-15.7286;-19.95847924;67.56133333
-15.9186;-20.50058431;55.68533333
-18.7216;-21.01268938;35.02633333
-18.8186;-21.65379444;8.579333333
-18.7586;-22.17589951;-12.00966667
-18.7956;-22.78800458;-44.34266667
-15.8506;-23.21210965;-56.21166667
-15.7036;-23.88221472;-70.82066667
-12.9056;-24.42331979;-79.57266667
-12.8146;-25.06942486;-82.71866667
-12.6876;-28.41852993;-85.51666667
-9.8296;-29.057635;-79.70066667
-9.8056;-29.59874007;-73.73466667
-6.9566;-33.00484514;-56.27466667
-4.0206;-36.56895021;-53.04566667
-1.0816;-37.05905528;-26.67866667
1.8114;-34.75016035;-6.084666667
1.8884;-35.28626542;11.52733333
7.6304;-38.67237049;17.54333333
7.7284;-39.21547556;23.36633333
7.8494;-42.69158063;29.21333333
10.7264;-40.31368569;32.15133333
10.8084;-40.86379076;32.23933333
10.7704;-44.38189583;32.13733333
10.7384;-44.8980009;35.04433333
10.6454;-45.39410597;35.07933333
10.5794;-40.19921104;35.02233333
4.8374;-37.84631611;29.24533333
-4.0366;-38.24042118;20.53133333
-12.7176;-38.68252625;17.53133333
-12.9596;-39.26563132;14.54633333
-15.7606;-39.75473639;-0.142666667
-15.7896;-37.56884146;-9.067666667
-12.9616;-38.07094653;-29.71966667
-12.7776;-38.6280516;-53.08366667
-9.8446;-39.03015667;-76.54066667
1.8244;-39.73626174;-82.72366667
7.6134;-43.00836681;-100.3116667
10.5714;-40.78847188;-106.2066667
13.6644;-41.28357694;-114.9616667
19.5334;-41.75468201;-117.9296667
25.3984;-42.23278708;-117.8506667
31.4034;-42.77589215;-103.2716667
34.2444;-43.47899722;-97.32566667
34.3044;-44.12810229;-79.72066667
40.0844;-47.36220736;-56.21066667
48.9444;-45.21231243;-44.34266667
54.8544;-45.6894175;-29.63066667
54.8544;-49.17452257;-23.74066667
54.7644;-49.65462764;-14.85866667
54.9344;-50.28173271;-8.940666667
54.8044;-50.80483778;-6.126666667
51.7944;-51.41094285;-5.978666667
45.9744;-51.87204792;-3.090666667
37.2744;-52.29115299;-0.193666667
34.2144;-52.95225806;2.777333333
31.2104;-53.48736313;8.578333333
19.4874;-54.02546819;8.563333333
7.8304;-54.48257326;-0.118666667
7.6234;-52.12867833;-6.135666667
-7.0116;-49.6687834;-14.88966667
-12.7966;-44.43988847;-32.43366667
-12.9346;-47.88999354;-53.17466667
-15.7396;-48.42409861;-64.99166667
-15.7726;-43.10220368;-79.66066667
-15.6856;-37.75330875;-88.45566667
-18.7796;-35.39941382;-91.45266667
-15.9346;-35.77651889;-88.47666667
-18.7206;-33.61462396;-85.49566667
-12.9646;-34.11072903;-76.79066667
-15.7016;-34.5838341;-61.94566667
-12.8056;-35.14193917;-44.37866667
-12.8416;-35.64904424;-26.63366667
-12.8366;-33.24514931;-6.012666667
-15.6826;-30.89925438;14.44733333
-12.7836;-25.51135944;20.41933333
-12.7966;-23.19346451;32.20433333
-12.8206;-20.86056958;38.02233333
-12.8;-24.20167465;38.10133333
-12.8;-24.84077972;38.13933333
-12.8;-25.34388479;38.16233333
-12.8;-28.75498986;38.13433333
-12.8;-26.39709493;38.11333333
-12.8;-26.9742;38.04733333
